event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI6726,01-Jun-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Alkit,18.1936,1.2136,2,UN MINUSMA; Undisclosed Source; Sahelien; AFP,Local partner-Other,"On 1 June 2022, suspected JNIM militants attacked with the use of small arms and RPG launchers a MINUSMA logistics convoy of the Jordanian contingent near Alkit (Kidal, Kidal). One peacekeeper was killed and three wounded.",1,,1654534166
MLI6746,01-Jun-22,2022,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Mopti,Douentza,Dangol Bore,Bore,15.1333,-3.4833,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 1 June 2022, presumed JNIM militants turned away several communal transport buses near the village of Bore (Douentza, Mopti).",0,,1654534167
MLI6744,01-Jun-22,2022,1,Political violence,Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),5,Civilians (Mali),,7,57,Civilian targeting,466,Western Africa,Mali,Sikasso,Bougouni,Sido,Sido,11.6671,-7.6003,1,Undisclosed Source,Local partner-Other,"On 1 June 2022, a number of people killed a young man by beating him to death for stealing a motorcycle at the weekly market in the town of Sido (Bougouni, Sikasso).",1,crowd size=no report,1654534167
MLI6741,01-Jun-22,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),,2,28,,466,Western Africa,Mali,Gao,Gao,Anchawadi,Imenas,16.3061,0.7175,2,Undisclosed Source,Local partner-Other,"Defusal: On 1 June 2022, German MINUSMA peacekeepers discovered and destroyed an IED likely planted by JNIM or IS Sahel militants near Imenas (Gao, Gao).",0,,1654534167
MLI6737,01-Jun-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Civilians (Senegal); Aid Workers (Mali); Aid Workers (Netherlands),7,37,Civilian targeting,466,Western Africa,Mali,Kayes,Kayes,Sero Siamanou,Madina,14.6296,-11.1748,2,Radio Guintan; AFP; Croix-Rouge Malienne; Sahelien; Kayes Kunafoni; Undisclosed Source; Afrique Verte,Local partner-Other,"On 1 June 2022, unidentified gunmen attacked two NGO vehicles between Madina and Bougoutourou (Kayes, Kayes). Three people were killed, including two Red Cross staff members including one Malian and one Senegalese national who was a delegate of the Dutch Red Cross, and one member of the NGO Afrique Verte Mali. The gunmen seized a vehicle and equipment. The vehicle was found abandoned.",3,,1657574725
MLI6739,31-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Women (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,1,Undisclosed Source; Koro Kibaru; Twitter,Local partner-Other,"On 31 May 2022, unidentified individuals or individual killed two women by slitting their throats in the town of Douentza (Douentza, Mopti).",2,,1654534166
MLI6732,31-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,1,Undisclosed Source,Local partner-Other,"On 31 May 2022, presumed JNIM militants fired gunshots at the town of Konna (Mopti, Mopti). There were no casualties.",0,,1654534167
MLI6724,30-May-22,2022,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Mali),,3,Police Forces of Mali (2021-),,1,13,,466,Western Africa,Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,1,Undisclosed Source,Local partner-Other,"On 30 May 2022, unidentified gunmen shot and wounded a security force member in the town of Mopti (Mopti, Mopti).",0,,1654534167
MLI6745,30-May-22,2022,1,Strategic developments,Strategic developments,Other,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Gao,Gao,Gabero,Gaina,15.79,0.2744,1,Undisclosed Source,Local partner-Other,"Non-violent activity: On 30 May 2022, presumed IS Sahel militants ordered residents to leave immediately in the village of Gaina (Gao, Gao).",0,,1654534167
MLI6725,30-May-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Segou,Niono,Mariko,Zitinga,14.4369,-6.0549,2,FAMAMali,National,"On 30 May 2022, the Malian Armed Forces (FAMa) claimed to have killed three JNIM after coming under attack in the area of Zitinga (Niono, Segou).",3,,1680570783
MLI6720,29-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Bara Sara,Parou,14.1891,-3.7488,2,Le Pays Dogon; Undisclosed Source; Koro Kibaru; Twitter,Local partner-Other,"On 29 May 2022, presumed JNIM militants abducted several marketgoers aboard a communal transport between Parou and Songobia (Bandiagara, Mopti). The abducted were stripped off their belongings and the militants seized the vehicle. Some of the abducted were released on 30 May while others remain in captivity .",0,,1654534166
MLI6731,29-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Djenne,Femaye,Koumaga,13.9852,-4.3992,1,Undisclosed Source,Local partner-Other,"On 29 May 2022, presumed JNIM militants killed a civilian in the village of Koumaga (Djenne, Mopti).",1,,1654534167
MLI6723,28-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Mopti,Djenne,Femaye,Djiguene,13.972,-4.309,1,Undisclosed Source; Twitter; Le Pays Dogon; FAMAMali,Local partner-Other,"On 28 May 2022, presumed JNIM militants and Donso militiamen clashed in Djiguene (Djenne, Mopti). The Donsos repelled the attack. The militants killed three people and about eighty horses and twenty donkeys during their withdrawal.",3,,1654534166
MLI6733,28-May-22,2022,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali); Prisoners (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Saloba,Zanankoro,13.7423,-5.1801,1,Facebook; FAMAMali; Whatsapp,New media-National,"On 28 May 2022, FAMa and Wagner forces arrested seventeen elderly Fulani men in Zanankoro (Macina, Segou). The arrested were killed and found in a mass grave on 1 June. The Malian Armed Forces (FAMa) denied the allegations.",17,,1654534166
MLI6748,28-May-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,UN MINUSMA,Other,"On 28 May 2022, a MINUSMA vehicle part of a logistics convoy hit an IED likely planted by JNIM militants southwest of Aguelhok (Tessalit, Kidal). Nine peacekeepers were wounded.",0,,1654534167
MLI6738,28-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Ganda Izo,7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Radio Guintan; Studio Tamani,National,"On 28 May 2022, unidentified gunmen shot and wounded a Ganda Izo militia chief (assumed off-duty) in the 7th quarter in the city of Gao (Gao, Gao). Unidentified gunmen also robbed cash, mobile phones, and medicine from a couple in the Aljanabanja quarter.",0,,1702343233
MLI6695,27-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,1,Signal; Twitter; UN MINUSMA,Other-New media,"On 27 May 2022, presumed JNIM militants carried out a complex ambush involving IED detonation and small arms fire against a Malian army convoy between Goundam and Tonka (Goundam, Tombouctou). One militant was killed and five soldiers wounded including two severely. One militant was also captured.",1,,1653932199
MLI6708,27-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.4572,-4.9167,1,AMAP; Undisclosed Source; Twitter,Local partner-Other,"On 27 May 2022, presumed JNIM militants killed a male civilian in the town of Tenenkou (Tenenkou, Mopti). The victim was a member of the Tenenkou peace monitoring committee.",1,,1653932199
MLI6690,27-May-22,2022,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Mali (2021-),,1,Katiba Serma,JNIM: Group for Support of Islam and Muslims,2,12,,466,Western Africa,Mali,Mopti,Douentza,Haire,Serma,14.86,-2.2642,1,Twitter; Radio Guintan; FAMAMali,New media-National,"On 27 May 2022, the Malian air force carried out airstrike against Katiba Serma (JNIM) militants in the Niarangou forest, west of the village of Serma (Douentza, Mopti). The Malian Armed Forces (FAMa) claimed to have killed 31 militants, wounded 27 others, burned two vehicles, about twenty motorcycles, and various equipment.",31,,1680570779
MLI6706,27-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Military Forces of Mali (2021-),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,1,Whatsapp; Undisclosed Source; Twitter,Local partner-Other,"On 27 May 2022, suspected JNIM militants killed a national guard (assumed off-duty) and two other civilians in the town of Konna (Mopti, Mopti). JNIM claimed responsibility by audio and said the group seized a vehicle in the attack.",3,,1680570779
MLI6705,26-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dogon Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Sangha,Yendouma,14.5562,-3.2414,1,Le Pays Dogon; Koro Kibaru,New media-Subnational,"On 26 May 2022, presumed JNIM militants attacked the Dogon village of Yendouma (Bandiagara, Mopti). Casualties unknown.",0,,1653932199
MLI6688,26-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Teachers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Dire,Bourem Sidi Amar,Bourem Sidi Amar,16.3666,-3.3334,1,Twitter,New media,"On 26 May 2022, presumed JNIM militants abducted a school director in the town of Bourem Sidi Amar (Dire, Tombouctou). The abducted was released later the same day.",0,,1653932200
MLI6742,26-May-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Tombouctou,Tombouctou,Bourem Inaly,Beragoungou,16.7303,-2.5855,1,Radio Guintan,National,"Looting: On 26 May 2022, presumed JNIM militants looted and vandalized a pharmacy in the village of Beragoungou (Tombouctou, Tombouctou).",0,,1654534167
MLI6740,26-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Mali),,4,Civilians (Mali),,7,47,Civilian targeting,466,Western Africa,Mali,Sikasso,Bougouni,Kola,Toula,11.3715,-7.4304,1,Undisclosed Source,Local partner-Other,"On 26 May 2022, a witch doctor and his followers killed a blind couple in the village of Toula (Bougouni, Sikasso).",2,,1654534167
MLI6709,26-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Women (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Studio Tamani,National,"On 26 May 2022, unidentified gunmen assaulted a woman (wife of a doctor) at a medical center and robbed several other people in two separate incidents in the city of Gao (Gao, Gao).",0,,1702343234
MLI6692,25-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Douentza,Koubewel Koundia,Mougui,15.01,-3.155,1,Undisclosed Source; Le Pays Dogon,Local partner-Other,"On 25 May 2022, presumed JNIM militants attacked the village of Mougui (Douentza, Mopti). Dan Na Ambassagou militiamen responded to the attack. The militants made away with livestock. Casualties unknown.",0,,1653932199
MLI6718,25-May-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Twitter; Undisclosed Source,Local partner-Other,"On 25 May 2022, two MINUSMA vehicles hit two IEDs in two separate incidents in the town of Kidal (Kidal, Kidal). Three peacekeepers were wounded and two vehicles damaged.",0,,1653932199
MLI6693,25-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Koro,Kassa,Simde,14.7611,-3.0524,1,Le Pays Dogon,Subnational,"On 25 May 2022, suspected JNIM militants attacked a Dan Na Ambassagou position in the village of Simde (Koro, Mopti). The militiamen repelled the attack. There were no casualties.",0,,1653932200
MLI6700,25-May-22,2022,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Mali),,7,47,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Siribala,Solibougou,14.0678,-6.1457,1,Twitter,New media,"On 25 May 2022, Donso militiamen killed two people and looted property in the village of Solibougou (Niono, Segou).",2,,1653932200
MLI6694,25-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Siribala,Solibougou,14.0678,-6.1457,2,Twitter,New media,"On 25 May 2022, presumed JNIM militants ambushed Donso militiamen in the area of Solibougou (Niono, Segou). Two militiamen were killed and six went missing.",2,,1653932200
MLI6686,25-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,1,Undisclosed Source,Local partner-Other,"On 25 May 2022, IS Sahel militants abducted three truck drivers in the village of Bentia (Ansongo, Gao).",0,,1653932200
MLI6716,25-May-22,2022,2,Strategic developments,Strategic developments,Other,Katiba Serma,JNIM: Group for Support of Islam and Muslims,2,Civilians (Mali),Labor Group (Mali),7,27,,466,Western Africa,Mali,Mopti,Douentza,Haire,Nokara,15.1763,-2.3959,2,Reelle Afrique; Studio Tamani; Undisclosed Source; Whatsapp,Local partner-Other,"Non-violent activity: Around 25 May 2022 (between 25 - 26 May), Katiba Serma (JNIM) militants turned away a bus and other vehicles between Nokara and Dallah (Douentza, Mopti). The militants also announced to have imposed a blockade on the town of Boni and gave residents an ultimatum to leave.",0,,1702343234
MLI6715,24-May-22,2022,2,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Mopti,Soye,Doubena,14.264,-4.1929,1,Undisclosed Source,Local partner-Other,"Displacement: Around 24 May 2022 (as reported), Scores of people fled the villages of Doubena and Daga (Mopti, Mopti) to the town of Mopti after presumed JNIM militants threatened residents in the two villages.",0,,1653932200
MLI6689,24-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Undisclosed Source,Local partner-Other,"On 24 May 2022, unidentified gunmen abducted a man in the Saneye quarter in the city of Gao (Gao, Gao). The assailants demanded ransom for the release of the abducted.",0,,1653932200
MLI6702,24-May-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gabero,Zinda,16.014,0.0817,1,Undisclosed Source; Whatsapp; Gao Alhabar 24,Local partner-Other,"On 24 May 2022, IS Sahel militants attacked the village of Zinda (Gao, Gao). The militants killed a young male civilian, vandalized shops, and seized livestock. Another civilian was abducted and killed in the bush outside the village.",2,,1654534166
MLI6722,24-May-22,2022,1,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,Katiba Macina,JNIM: Group for Support of Islam and Muslims,2,12,,466,Western Africa,Mali,Mopti,Tenenkou,Ouro Guire,Ganguel,14.3343,-4.7746,2,FAMAMali; Twitter,New media-National,"On 24 May 2022, the Malian army carried out an air-supported operation targeting a Katiba Macina (JNIM) cadre in the forests of Ganguel and Laourou (Tenenkou, Mopti). Casualties unknown.",0,,1654534166
MLI6730,24-May-22,2022,1,Political violence,Violence against civilians,Attack,Dozo Communal Militia (Mali),,4,Civilians (Burkina Faso),Fulani Ethnic Group (Burkina Faso); Pastoralists (Burkina Faso); Labor Group (Burkina Faso),7,47,Civilian targeting,466,Western Africa,Mali,Mopti,Djenne,Djenne,Djenne,13.9045,-4.5599,1,Undisclosed Source,Local partner-Other,"On 24 May 2022, Donso militiamen killed a Burkinabe shopkeeper from the Fulani community in the town of Djenne (Djenne, Mopti).",1,,1654534167
MLI6802,24-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Government of Mali (2021-),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Youwarou,Deboye,Guindio Sare,15.3518,-4.0747,1,Whatsapp,New media,"On 24 May 2022, presumed JNIM militants abducted the Deboye mayor in the village of Guindio Sare (Youwarou, Mopti). The abducted was subsequently released.",0,local administrators,1687837296
MLI6773,23-May-22,2022,2,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Ouaritoufoulout,16.2215,3.1537,1,Undisclosed Source,Local partner-Other,"Around 23 May 2022 (between 21 - 24 May), IS Sahel militants killed between 40 and 70 civilians in the villages Ouaritoufoulout, Tadriyante, Intalak, and Agazragane (Inekar, Menaka). Fatalities are split across four events.",10,,1655149930
MLI6772,23-May-22,2022,2,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Intalak,16.2268,3.2576,1,Undisclosed Source,Local partner-Other,"Around 23 May 2022 (between 21 - 24 May), IS Sahel militants killed between 40 and 70 civilians in the villages Intalak, Ouaritoufoulout, Tadriyante, and Agazragane (Inekar, Menaka). Fatalities are split across four events.",10,,1655149930
MLI6774,23-May-22,2022,2,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Tadriyante,16.3212,3.2734,1,Undisclosed Source,Local partner-Other,"Around 23 May 2022 (between 21 - 24 May), IS Sahel militants killed between 40 and 70 civilians in the villages Tadriyante, Ouaritoufoulout, Intalak, and Agazragane (Inekar, Menaka). Fatalities are split across four events.",10,,1655149930
MLI6696,23-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Diallassagou,Deguessagou,13.7096,-3.6301,1,Whatsapp; FAMAMali,New media-National,"Around 23 May 2022 (between 23 - 24 May), the Malian Armed Forces (FAMA) claimed to have killed 17 JNIM in the villages of Deguessagou, Dianwely, Sokoura, and Ouenkoro (Bankass, Mopti). Local sources reported that 7 civilians from the Fulani community were killed in Deguessagou. Fatalities are coded as Deguessagou (7), Dianwely (4), Sokoura (3), Ouenkoro (3).",7,,1680570783
MLI6697,23-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Diallassagou,Dianwely,13.7223,-3.6156,1,Whatsapp; FAMAMali,New media-National,"Around 23 May 2022 (between 23 - 24 May), the Malian Armed Forces (FAMA) claimed to have killed 17 JNIM in the villages of Dianwely, Deguessagou, Sokoura, and Ouenkoro (Bankass, Mopti). Local sources reported that 4 civilians from the Fulani community were killed in Dianwely. Fatalities are coded as Deguessagou (7), Dianwely (4), Sokoura (3), Ouenkoro (3).",4,,1680570783
MLI6698,23-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Ouonkoro,Ouenkoro,13.3821,-3.8308,1,Whatsapp; FAMAMali,New media-National,"Around 23 May 2022 (between 23 - 24 May), the Malian Armed Forces (FAMA) claimed to have killed 17 JNIM in the villages of Ouenkoro, Dianwely, Deguessagou, and Sokoura (Bankass, Mopti). Fatalities are coded as Deguessagou (7), Dianwely (4), Sokoura (3), Ouenkoro (3).",3,,1680570783
MLI6699,23-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Sokoura,13.5025,-3.766,1,FAMAMali; Whatsapp,New media-National,"Around 23 May 2022 (between 23 - 24 May), the Malian Armed Forces (FAMA) claimed to have killed 17 JNIM in the villages of Sokoura, Deguessagou, Dianwely, and Ouenkoro (Bankass, Mopti). Fatalities are coded as Deguessagou (7), Dianwely (4), Sokoura (3), Ouenkoro (3).",3,,1680570783
MLI6771,23-May-22,2022,2,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Agazragane,16.0424,3.4319,1,Al Naba; Undisclosed Source,Local partner-Other,"Around 23 May 2022 (between 21 - 24 May), IS Sahel militants killed between 40 and 70 civilians in the villages Agazragane, Ouaritoufoulout, Tadriyante, and Intalak (Inekar, Menaka). Fatalities are split across four events. IS Sahel claimed responsibility and said it killed tens of militiamen, burned houses and shops, and seized supplies and fuel in Agazragane.",10,,1680570809
MLI6685,22-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Dan Na Ambassagou,,4,Civilians (Mali),,7,47,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Bamba,Kaouli,14.6291,-3.1963,1,Twitter; Koro Kibaru; Undisclosed Source,Local partner-Other,"On 22 May 2022, Dan Na Ambassagou militiamen abducted and ransomed six people in the village of Kaouli (Koro, Mopti). The abducted were released on 24 May.",0,,1653932199
MLI6691,22-May-22,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,MSA: Movement for Azawad Salvation,,3,23,,466,Western Africa,Mali,Menaka,Inekar,Inekar,Emis-Emis,16.1469,3.2672,2,Al Naba; Imangahdien; MSA Azawad; Telegram; Twitter; Undisclosed Source,Local partner-Other,"On 22 May 2022, IS Sahel militants and MSA militiamen clashed in the area of Emis-Emis (Inekar, Menaka). Three MSA militiamen were killed and three wounded. MSA belatedly claimed to have killed 30 militants, information that could be independently verified. IS Sahel claimed responsibility and said it killed more than 10 militiamen and seized two vehicles, weapons, and ammunition.",3,,1680570809
MLI6703,22-May-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Tuareg Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Inekar,Inekar,Inekar,15.9594,3.1411,1,Al Naba; Imangahdien; MSA Azawad; Telegram; Twitter; UN MINUSMA; Undisclosed Source,Local partner-Other,"On 22 May 2022, IS Sahel militants attacked the village of Inekar (Inekar, Menaka). About thirty civilians from the Tuareg community were killed. IS Sahel claimed responsibility and said it killed tens of MSA and GATIA militiamen, and burned four vehicles, damaged a truck, and seized a vehicle, weapons, and ammunition.",30,,1680570809
MLI6717,22-May-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2019,1.0124,2,Undisclosed Source,Local partner-Other,"On 22 May 2022, a MINUSMA vehicle hit an IED likely planted by JNIM militants about 12km northwest of Tessalit (Tessalit, Kidal). Three peacekeepers were wounded and a vehicle damaged.",0,,1698110213
MLI6710,22-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Civilian targeting,466,Western Africa,Mali,Kayes,Bafoulabe,Diakon,Sibindy,14.6001,-10.3431,2,Studio Tamani,National,"On 22 May 2022, unidentified gunmen aboard motorcycles attacked a group of youths between Sibindy and Kembe (Bafoulabe, Kayes). One man was wounded and a motorcycle seized by the assailants.",0,,1702343234
MLI6687,21-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Aid Workers (Mali); Aid Workers (International); Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Goundam,Tonka,Guindegata,16.1898,-3.8043,1,Undisclosed Source; Twitter; Whatsapp,Local partner-Other,"On 21 May 2022, presumed JNIM militants abducted two local aid workers from an international NGO and a merchant along with their vehicle in the village of Guindegata (Goundam, Tombouctou). Those abducted were released on 22 May, although the militants seized the vehicle.",0,,1653932199
MLI6704,21-May-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Women (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Fafa Gourma,15.3407,0.7181,1,Undisclosed Source,Local partner-Other,"On 21 May 2022, IS Sahel militants whipped two women accused of adultery in the village of Fafa Gourma (Ansongo, Gao).",0,,1653932200
MLI6655,20-May-22,2022,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,23,,466,Western Africa,Mali,Menaka,Inekar,Inekar,Igadou,16.0633,3.6873,1,Twitter; Telegram; Undisclosed Source,Local partner-Other,"On 20 May 2022, IS Sahel militants killed three people including a GATIA militiaman, another armed individual, and a civilian in Igadou (Inekar, Menaka).",3,,1653327027
MLI6651,20-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Teachers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Koulikoro,Banamba,Banamba,Banamba,13.5477,-7.4481,2,Undisclosed Source,Local partner-Other,"On 20 May 2022, presumed JNIM militants abducted a male teacher between Banamba and Toubakoro (Banamba, Koulikoro).",0,,1653327027
MLI6657,20-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Forest Guards (Mali),,3,23,,466,Western Africa,Mali,Sikasso,Sikasso,Kapolondougou,NKourala,11.3605,-6.1148,1,Facebook; Twitter; Undisclosed Source,Local partner-Other,"On 20 May 2022, presumed JNIM militants attacked a forest guard station in NKourala (Sikasso, Sikasso). The militants seized a weapon, a motorcycle, and two mobile phones.",0,,1653932199
